/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
Empl4-Mortar-GaussRotPlas		_("Gauss Plasmite Pepperpot Pit")
Empl4-Mortar-GaussRamjet		_("Longshot Mortar Pit")
Empl4-Mortar-GaussRamjetHvy		_("Longshot Bombard Pit")
Empl4-Mortar-GaussRamjetRot		_("Longshot Pepperpot Pit")
Empl4-MortarGattlingGauss		_("Gauss Gattling Mortar Pit")

Empl3-HowitzerHvyPlas			_("Heavy Plasmite Howitzer Emplacement")
Empl3-HowitzerRotPlas			_("Rotary Plasmite Howitzer Emplacement")
Empl3-HowitzerBB				_("Ground Shaker Emplacement")
Empl3-HowitzerRamjet			_("Sureshot Howitzer Emplacement")
Empl3-HowitzerRamjetHvy			_("Heavy Sureshot Howitzer Emplacement")
Empl3-HowitzerRamjetRot			_("Rotary Sureshot Howitzer Emplacement")
Empl3-HowitzerGattling			_("Gattling Howitzer Emplacement")
Empl4-HowitzerGauss			_("Gauss Howitzer Emplacement")
Empl4-HowitzerGaussHvy			_("Heavy Gauss Howitzer Emplacement")
Empl4-HowitzerGaussRot			_("Rotary Gauss Howitzer Emplacement")
Empl4-HowitzerGaussInc			_("Gauss Incendiary Howitzer Emplacement")
Empl4-HowitzerGaussHvyPlas		_("Ragnarok Emplacement")
Empl4-HowitzerGaussRotPlas		_("Hellstorm Emplacement")
Empl4-HowitzerGaussBB			_("Meteor Launcher Emplacement")
Empl4-HowitzerGaussRamjet		_("Longshot Howitzer Emplacement")
Empl4-HowitzerGaussRamjetHvy		_("Heavy Longshot Howitzer Emplacement")
Empl4-HowitzerGaussRamjetRot		_("Rotary Longshot Howitzer Emplacement")
Empl4-HowitzerGattlingGauss		_("Shellstorm Emplacement")

Empl-Flame1Mk1				_("Light Flamer Emplacement")
Empl-Flame1Med				_("Medium Flamer Emplacement")
Empl-Flame1Hvy				_("Heavy Flamer Emplacement")
Empl2-Flame2				_("Light Inferno Emplacement")
Empl2-Flame2Med				_("Medium Inferno Emplacement")
Empl2-Flame2Hvy				_("Heavy Inferno Emplacement")
Empl3-PlasmiteFlamer			_("Light Plasmite Flamer Emplacement")
Empl3-PlasmiteFlamerMed			_("Medium Plasmite Flamer Emplacement")
Empl3-PlasmiteFlamerHvy			_("Heavy Plasmite Flamer Emplacement")

Empl-Laser-AA				_("Stormbringer AA Site")
Empl3-Laser-AA2				_("Tempest AA Site")

Empl-MG-AALgt				_("Tornado AA Site")
Empl-MG-AA					_("Hurricane AA Site")
Empl2-MG-AA2Lgt				_("Cyclone AA Site")
Empl2-MG-AA2				_("Whirlwind AA Site")
Empl3-Railgun-GattlingAALgt		_("Dust Devil AA Site")
Empl3-Railgun-GattlingAA		_("Sandstorm AA Site")
Empl4-Railgun-GattlingAA		_("Sandstorm AA Site")

Empl3-Railgun-Flak			_("Gauss Flak Cannon Emplacement")

Empl2-Rocket-SAM				_("Solar Flare SAM Site")
Empl2-Rocket-SAMHvy			_("Sunstorm SAM Site")
Empl3-Rocket-Cherub			_("Cherub AA Battery")
Empl-Rocket-MRLHvy			_("Heavy Mini-Rocket Battery")
Empl2-Rocket-TopAttack			_("Rocket Assault Battery")
Empl2-Rocket-TopAttackHvy		_("Heavy Rocket Assault Battery")
Empl3-Rocket-SeraphHvy			_("Heavy Seraph Missile Battery")
Empl2-Rocket-TopAtkInc			_("Incendiary Rocket Battery")
Empl2-Rocket-TopAtkIncHvy		_("Heavy Incendiary Rocket Battery")
Empl3-Rocket-TopAtkPlas			_("Ifrit Missile Battery")
Empl3-Rocket-TopAtkPlasHvy		_("Heavy Ifrit Missile Battery")
Empl4-Rocket-LasProp-AT			_("Ballista Artillery Site")
Empl4-Rocket-LasProp-AP			_("Apollo Artillery Site")
Empl4-Rocket-LasProp-Plas		_("Sunrider Artillery Site")

Empl3-TBM-FuelAir				_("Harbinger TBM Site")
Empl3-TBM-Earthquake			_("Hellshaker TBM Site")
Empl3-TBM-Plasmite			_("Armageddon TBM Site")
Empl3-TBM-Precision			_("Oblivion TBM Site")

//Towers

Tower-Cannon-Lgt				_("Light Cannon Tower")
Tower-Cannon-Med				_("Medium Cannon Tower")
Tower-Cannon-Aslt				_("Assault Cannon Tower")
Tower2-Cannon-HPVLgt			_("Light HPV Cannon Tower")
Tower2-Cannon-HPVAslt			_("HPV Assault Cannon Tower")
Tower2-Cannon-Shotgun			_("Blunderbuss Tower")

Tower2-EMP-Cannon				_("EMP Tower")

Tower2-Laser-AP1				_("Light Laser Tower")
Tower2-Laser-AT1				_("Laser Cannon Tower")
Tower3-Laser-AP3				_("Flashlight Laser Tower")
Tower3-Laser-AT3				_("Pulse Laser Cannon Tower")

Tower-MG-AntiTank				_("Vulcan Tower")
Tower2-MG-AntiTank2			_("Punisher Tower")
Tower-MG3Inc				_("Incendiary MG Tower")
Tower3-MG4Inc				_("Hellspitter MG Tower")
Tower3-Railgun-Gattling			_("Leadsprayer Tower")
Tower3-Railgun-GattlingInc		_("Hellsprayer Tower")
Tower3-Railgun-GattlingTwin		_("Twin Leadsprayer Tower")
Tower3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Tower")
Tower3-MG-AntiTankGss			_("Hellfury Tower")
Tower4-Railgun-Gattling			_("Leadsprayer Tower")
Tower4-Railgun-GattlingInc		_("Hellsprayer Tower")

Tower3-Railgun-Med			_("Railgun Tower")
Tower3-Railgun-Aslt			_("Assault Needlegun Tower")
Tower3-Railgun-Shotgun			_("Scattershot Tower")

Tower2-Rocket-AT2				_("Tank Killer Tower")
Tower2-Rocket-Pod2			_("Rocket Assault Pod Tower")
Tower3-Rocket-Pod3			_("Erinyes Missile Pod Tower")

//Hardpoints

WallTower-Cannon-TwinAslt		_("Twin Assault Cannon Hardpoint")
WallTower2-Cannon-HPVLgt		_("Light HPV Cannon Hardpoint")
WallTower2-Cannon-HPVHvy		_("Heavy HPV Cannon Hardpoint")
WallTower2-Cannon-HPVAslt		_("HPV Assault Cannon Hardpoint")
WallTower2-Cannon-HPVTwinAslt		_("Twin HPV Assault Cannon Hardpoint")
WallTower2-Cannon-Shotgun		_("Blunderbuss Hardpoint")
WallTower2-Cannon-Gattling		_("Ripper Cannon Hardpoint")
WallTower3-Cannon-HPVGattling		_("Shredder Cannon Hardpoint")
WallTower3-Cannon-Ramjet		_("Jet-Assisted Cannon Hardpoint")
WallTower2-Cannon-Inc			_("Incendiary Cannon Hardpoint")
WallTower3-Cannon-Plas			_("Thermite Cannon Hardpoint")

WallTower4-Flamer-PlasmaCannon	_("Plasma Cannon Hardpoint")

WallTower2-Laser-AP1			_("Light Laser Hardpoint")
WallTower2-Laser-AT1			_("Laser Cannon Hardpoint")
WallTower2-Laser-AP2			_("Heavy Laser Hardpoint")
WallTower2-Laser-AT2			_("Heavy Laser Cannon Hardpoint")
WallTower3-Laser-AP3			_("Flashlight Laser Hardpoint")
WallTower3-Laser-AT3			_("Pulse Laser Cannon Hardpoint")
WallTower3-Laser-AP4			_("Hyperion Laser Hardpoint")
WallTower3-Laser-AT4			_("Heavy Pulse Laser Cannon Hardpoint")
WallTower-Laser-AA			_("Stormbringer AA Hardpoint")
WallTower3-Laser-AA2			_("Tempest AA Hardpoint")
WallTower4-Laser-Plasma			_("Plasma Laser Hardpoint")

WallTower-MG3Twin				_("Twin Heavy MG Hardpoint")
WallTower-MG-AntiTank			_("Vulcan Hardpoint")
WallTower-MG-AntiTankTwin		_("Twin Vulcan Hardpoint")
WallTower2-MG-AntiTank2			_("Punisher Hardpoint")
WallTower2-MG-AntiTank2Twin		_("Twin Punisher Hardpoint")
WallTower-MG-AALgt			_("Tornado AA Hardpoint")
WallTower-MG-AA				_("Hurricane AA Hardpoint")
WallTower2-MG-AA2Lgt			_("Cyclone AA Hardpoint")
WallTower2-MG-AA2				_("Whirlwind AA Hardpoint")
WallTower-MG3Inc				_("Incendiary MG Hardpoint")
WallTower-MG3IncTwin			_("Twin Incendiary MG Hardpoint")
WallTower3-MG4Inc				_("Hellspitter MG Hardpoint")
WallTower3-MG4IncTwin			_("Twin Hellspitter MG Hardpoint")
WallTower3-Railgun-Gattling		_("Leadsprayer Hardpoint")
WallTower3-Railgun-GattlingInc	_("Hellsprayer Hardpoint")
WallTower3-Railgun-GattlingTwin	_("Twin Leadsprayer Hardpoint")
WallTower3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Hardpoint")
WallTower3-Railgun-GattlingAALgt	_("Dust Devil AA Hardpoint")
WallTower3-Railgun-GattlingAA		_("Sandstorm AA Hardpoint")
WallTower3-MG-AntiTankGss		_("Hellfury Hardpoint")
WallTower3-MG-AntiTankGssTwin		_("Twin Hellfury Hardpoint")
WallTower4-Railgun-Gattling		_("Leadsprayer Hardpoint")
WallTower4-Railgun-GattlingInc	_("Hellsprayer Hardpoint")
WallTower4-Railgun-GattlingAA		_("Sandstorm Hardpoint")

WallTower-Railgun-Proto			_("Hardcrete Proto-Railgun Hardpoint")
WallTower2-Railgun-Proto		_("Supercrete Proto-Railgun Hardpoint")
WallTower3-Railgun-Lgt			_("Needlegun Hardpoint")
WallTower3-Railgun-Aslt			_("Assault Needlegun Hardpoint")
WallTower3-Railgun-TwinAslt		_("Twin Assault Needlegun Hardpoint")
WallTower3-Railgun-Shotgun		_("Scattershot Hardpoint")
WallTower3-Railgun-Flak			_("Gauss Flak Cannon Hardpoint")
WallTower4-Railgun-GattlingAT		_("Eviscerator Hardpoint")

WallTower-Rocket-ATHvy			_("Heavy Lancer Hardpoint")
WallTower2-Rocket-AT2Hvy		_("Heavy Tank Killer Hardpoint")
WallTower3-Rocket-AT3Hvy		_("Heavy Scourge Hardpoint")
WallTower2-Rocket-SAM			_("Solar Flare SAM Hardpoint")
WallTower2-Rocket-SAMHvy		_("Sunstorm SAM Hardpoint")
WallTower-Rocket-Pod			_("Mini-Rocket Pod Hardpoint")
WallTower2-Rocket-Pod2			_("Rocket Assault Pod Hardpoint")
WallTower3-Rocket-Pod3			_("Erinyes Hardpoint")
WallTower-Rocket-PodTwin		_("Twin Minipod Hardpoint")
WallTower2-Rocket-Pod2Twin		_("Twin Assault Pod Hardpoint")
WallTower3-Rocket-Pod3Twin		_("Twin Erinyes Hardpoint")
WallTower-Rocket-PodQuad		_("Quad Minipod Hardpoint")
WallTower2-Rocket-Pod2Quad		_("Quad Assault Pod Hardpoint")
WallTower3-Rocket-Pod3Quad		_("Quad Erinyes Hardpoint")
WallTower4-Rocket-Pod3Quad		_("Plasteel Quad Erinyes Hardpoint")
WallTower-Rocket-Sunburst		_("Sunburst Hardpoint")
WallTower3-Rocket-Cherub		_("Cherub Hardpoint")
WallTower4-Rocket-Gattling		_("Rocketstorm Hardpoint")

WallTower3-SpyTurretNEXUS		_("NEXUS Link Hardpoint")

//Firebases and Fortresses

Super-Mortar-Empl				_("Mortar Firebase")
Super-MortarPlas-Empl			_("Plasmite Mortar Firebase")
Super-MortarRamjet-Empl			_("Sureshot Mortar Firebase")
Super-MortarGauss-Empl			_("Gauss Mortar Firebase")
Super-MortarGaussPlas-Empl		_("Gauss Plasmite Mortar Firebase")
Super-MortarGaussRamjet-Empl		_("Longshot Mortar Firebase")
Super-Howitzer-Empl			_("Howitzer Firebase")
Super-HowitzerPlas-Empl			_("Plasmite Howitzer Firebase")
Super-HowitzerRamjet-Empl		_("Sureshot Howitzer Firebase")
Super-HowitzerGauss-Empl		_("Gauss Howitzer Firebase")
Super-HowitzerGaussPlas-Empl		_("Gauss Plasmite Howitzer Firebase")
Super-HowitzerGaussRamjet-Empl	_("Longshot Howitzer Firebase")
Super-RotCannon-Fort			_("Autocannon Fortress")
Super-PlasCannon-Fort			_("Thermite Cannon Fortress")
Super-FlamerPlasma-Fort			_("Plasma Cannon Fortress")
Super-Laser-Fort				_("Laser Fortress")
Super-Laser2-Fort				_("Advanced Laser Fortress")
Super-LaserPlasma-Fort			_("Plasma Laser Fortress")
Super-MG-Fort				_("Gattling Fortress")
Super-MGPlas-Fort				_("Hellspitter Fortress")
Super-RailgunGattling-Fort		_("Leadsprayer Fortress")
Super-RailgunGattlingPlas-Fort	_("Hellsprayer Fortress")
Super-RailgunGattling-Fort2		_("Leadsprayer Fortress")
Super-RailgunGattlingPlas-Fort2	_("Hellsprayer Fortress")
Super-Railgun-Fort			_("Gauss Autocannon Fortress")
Super-MissileArray-Empl			_("Missile Array Firebase")
Super-MissileArrayPlas-Empl		_("Plasmite Missile Array Firebase")
Super-EMP-Fort				_("EMP Fortress")
Super-NEXUS-Fort				_("NEXUS Link Fortress")
A0LasSatEMPCommand			_("EMP Satellite Command Post")
RadarDetectorHvy			_("Heavy Radar Detector Turret")

// Repair
LightRepair2			_("Mobile Repair Turret II")
HeavyRepair2			_("Heavy Repair Turret II")
LightRepair3			_("Mobile Repair Turret III")
HeavyRepair3			_("Heavy Repair Turret III")
LightRepair4			_("Mobile Repair Turret IV")
HeavyRepair4			_("Heavy Repair Turret IV")

// New scav stuff by Berg
ScavLab		_("Scavenger Research Lab")
A0BaBaGunTower2		_("Scavenger Sandbag Corner Gun")
A0BaBaGunTower2END		_("Scavenger Sandbag End Gun")
A0CannonTowerWood		_("Scavenger Cannon Tower 2")
A0BaBaGunTower2HP		_("Scavenger Sandbag Hardpoint")
A0BaBaHorizWall2		_("Scavenger Sandbag Wall")
A0BaBaWall2L		_("Scavenger Sandbag Wall")
A0BaBaWall2T		_("Scavenger Sandbag Wall")
A0BaBaWall2X			_("Scavenger Sandbag Wall")
A0BaBaWoodHP		_("Scavenger Wood Hardpoint")

// More features by Goth
NXSatController		_("Nexus Satellite Control")

// WZ Scavenger "mini" mod
MiniLightFactory         _("Light Factory")
MiniPowerGenerator       _("Power Generator")
MiniAdvancedLaboratory   _("Advanced Laboratory")
MiniHeavyFactory         _("Heavy Factory")
MiniLaboratory           _("Laboratory")
MiniChopperFactory       _("Chopper Factory")
MiniRepairFacility       _("Repair Facility")
MiniRearmPad             _("Rearming Pad")

MiniExcavatorArm         _("Excavator Arm")
MiniExcavatorBody        _("Excavator Body")
MiniExcavator            _("FL-13 Excavator")

MiniMG                   _("Machinegun")
MiniMGVTOL               _("Chopper Machinegun")
MiniTrikeBody            _("Trike Body")
MiniTrike                _("Pk-100 Trike")
MiniJeepBody             _("Jeep Body")
MiniJeep                 _("Pk-105 Jeep")
MiniMGBunker             _("Machinegun Bunker")
MiniZenith               _("Zenith")
MiniZenithTower          _("My-1 Zenith AA Tower")
MiniMGChopperBody        _("Gun Chopper Body")
MiniMGChopper            _("BP-200 Gun Chopper")

MiniCannon               _("Cannon")
MiniCamperBody           _("Camper Body")
MiniCamper               _("B-155 Camper")
MiniSchoolBusBody        _("School Bus Body")
MiniSchoolBus            _("Pk-210 School Bus")
MiniCannonTower          _("Cannon Tower")

MiniFlamer               _("Flamer")
MiniTractorBody          _("Tractor Body")
MiniTractor              _("B-100 Tractor")
MiniIcevanBody           _("Icecream Van Body")
MiniIcevan               _("B-150 Icecream Van")
MiniFlamerTower          _("Flamer Tower")

MiniLancer               _("Lancer")
MiniMRA                  _("Mini-Rocket Array")
MiniPod                  _("Mini-Rocket Pod")
MiniPodVTOL              _("Chopper Mini-Rocket Pod")
MiniBuggyBody            _("Buggy Body")
MiniBuggy                _("Pk-110 Buggy")
MiniFiretruckBody        _("Firetruck Body")
MiniFiretruck            _("Pk-205 Firetruck")
MiniHeavyTruckBody       _("Heavy Truck Body")
MiniHeavyTruck           _("B-300 Heavy Truck")
MiniChinookBody          _("Chinook Body")
MiniChinook              _("B-410 Chinook")
MiniPoliceChopperBody    _("Police Chopper Body")
MiniPoliceChopper        _("B-205 Police Chopper")
MiniLancerPit            _("Lancer Rocket Pit")
MiniRocketPit            _("Mini-Rocket Pod Pit")

MiniMortar               _("Mortar")
MiniMortarPit            _("Mortar Pit")

R-MiniBuggyBody          _("Pk-110 Buggy")
R-MiniCamperBody         _("B-150 Camper")
R-MiniCannon             _("Cannon")
R-MiniFiretruckBody      _("Pk-205 Firetruck")
R-MiniFlamer             _("Flamer")
R-MiniHeavyTruckBody     _("B-300 Heavy Truck")
R-MiniIcevanBody         _("B-150 Icecream Van")
R-MiniJeepBody           _("Pk-105 Jeep")
R-MiniMG                 _("Machinegun")
R-MiniMGChopperBody      _("BP-200 Gun Chopper")
R-MiniChinookBody        _("B-410 Chinook")
R-MiniMortar             _("Mortar")
R-MiniPoliceChopperBody  _("B-205 Police Chopper")
R-MiniRockets            _("Rockets")
R-MiniSchoolBusBody      _("Pk-210 School Bus")
R-MiniTractorBody        _("B-100 Tractor")
R-MiniTrikeBody          _("Pk-100 Trike")

R-MiniAdvancedLaboratory _("Advanced Laboratory")
R-MiniCannonTower        _("Cannon Tower")
R-MiniChopperFactory     _("Chopper Factory")
R-MiniFlamerTower        _("Flamer Tower")
R-MiniHeavyFactory       _("Heavy Factory")
R-MiniLancerPit          _("Lancer Rocket Pit")
R-MiniRocketPit          _("Mini-Rocket Pod Pit")
R-MiniMGBunker           _("Machinegun Bunker")
R-MiniMortarPit          _("Mortar Pit")
R-MiniRearmPad           _("Rearming Pad")
R-MiniRepairFacility     _("Repair Facility")
R-MiniZenithTower        _("My-1 Zenith AA Tower")

R-MiniEngineering        _("Engineering")
R-MiniMGUpgrade          _("Chaingun Upgrade")
R-MiniCannonUpgrade      _("Highly Explosive Cannon Shells")
R-MiniFlamerUpgrade      _("Superhot Flamer Gel")
R-MiniRocketUpgrade      _("Thermal Imaging Rockets")
